"image","xmin","ymin","xmax","ymax","label"
"image%20(1009).jpg",30.136947700631197,26.785714285714285,119.13604598737601,94.69696969696969,"fish"
"image%20(1009).jpg",74.77175383228133,55.46536796536797,177.02603697024347,141.77489177489178,"scrollbrown"
"image%20(1010).jpg",28.24334986474301,48.97186147186147,120.21810189359782,114.9891774891775,"lampgenie"
"image%20(1010).jpg",99.65903967538321,87.93290043290044,195.15047339945895,150.7034632034632,"fish"
"image%20(1010).jpg",144.29384580703334,112.55411255411255,201.3722948602344,205.6277056277056,"scrollgrey"
"image%20(1010).jpg",170.26318755635705,143.12770562770564,253.85200631199274,236.2012987012987,"capefishing"
"image%20(1007).jpg",30.407461677186653,43.83116883116883,120.48861587015327,141.23376623376623,"mask"
"image%20(1007).jpg",94.24876014427412,67.0995670995671,191.0927637511271,170.45454545454544,"pumpkin"
"image%20(1007).jpg",141.31819206492335,120.12987012987013,234.64551397655543,200.75757575757575,"logs"
"image%20(1008).jpg",30.677975653742106,14.61038961038961,123.19375563570783,97.13203463203462,"armourplate"
"image%20(1008).jpg",79.0999774571686,57.35930735930736,167.01701983769158,119.58874458874459,"scrollgrey"
"image%20(1008).jpg",105.33983318304779,74.13419913419914,170.53370153291252,149.08008658008657,"necklacegold"
"image%20(1008).jpg",139.96562218214606,104.43722943722943,225.7185527502254,192.37012987012986,"scrollbrown"
"image%20(101).jpg",40.4164788097385,7.575757575757576,112.91422452660052,107.14285714285714,"skull"
"image%20(101).jpg",65.30376465284039,41.93722943722943,151.05669522091972,119.04761904761904,"armourplate"
"image%20(101).jpg",118.5950180342651,77.92207792207792,190.82224977457167,165.04329004329003,"cannon"
"image%20(101).jpg",147.81052750225427,113.36580086580086,220.84930117222723,209.95670995670997,"skull"
"image%20(1014).jpg",46.09727231740306,50.05411255411256,115.34885031559963,141.77489177489178,"shielddragonfire"
"image%20(1012).jpg",22.292042380522993,20.562770562770563,123.46426961226328,108.495670995671,"fish"
"image%20(1011).jpg",20.12793056807935,15.422077922077921,130.22711902614967,103.8961038961039,"crossbow"
"image%20(1013).jpg",26.079238052299367,18.939393939393938,118.32450405770965,114.17748917748918,"cannon"
"image%20(1013).jpg",84.51025698827772,64.66450216450217,171.8862714156898,155.03246753246754,"shieldkite"
"image%20(1013).jpg",128.33352119026148,97.13203463203463,206.78257439134353,183.7121212121212,"necklace"
"image%20(1013).jpg",152.13875112714155,127.7056277056277,242.76093327321908,218.6147186147186,"chest"
"image%20(1013).jpg",204.61846257889988,174.78354978354977,278.73929215509463,247.56493506493507,"eggsilver"
"image%20(1015).jpg",16.881762849413885,31.655844155844157,118.5950180342651,138.52813852813853,"scrollgrey"
"image%20(1017).jpg",31.760031559963927,30.844155844155843,109.93857078449051,137.98701298701297,"vial"
"image%20(1017).jpg",114.80782236248872,63.85281385281385,178.10809287646526,165.85497835497836,"capelava"
"image%20(1017).jpg",153.49132100991883,102.81385281385282,212.4633678990081,206.16883116883116,"hatchet"
"image%20(1019).jpg",50.6960099188458,44.913419913419915,112.64371055004509,130.6818181818182,"shielddragonfire"
"image%20(1019).jpg",98.30646979260594,61.688311688311686,184.6004283137962,154.49134199134198,"boxmystery"
"image%20(1019).jpg",124.27581154192966,101.19047619047619,215.70953561767357,187.77056277056278,"hatparty"
"image%20(1019).jpg",151.0566952209197,131.76406926406926,230.04677637511264,210.7683982683983,"pumpkin"
"image%20(1019).jpg",183.78888638412982,146.64502164502164,278.73929215509463,239.71861471861473,"booknewcomer"
"image%20(1018).jpg",17.69330477908025,15.151515151515152,111.56165464382325,103.35497835497836,"armourplate"
"image%20(1018).jpg",86.94488277727682,48.97186147186147,149.32371505861136,149.08008658008657,"vial"
"image%20(1018).jpg",149.70412533814246,93.34415584415585,197.58509918845806,170.995670995671,"hatchet"
"image%20(1018).jpg",161.33622633002705,139.33982683982683,246.54812894499548,213.74458874458873,"logs"
"image%20(1016).jpg",42.58059062218214,45.995670995671,115.88987826871055,135.2813852813853,"eggsilver"
"image%20(1016).jpg",98.84749774571685,68.18181818181819,194.33893146979258,160.9848484848485,"necklace"
"image%20(1016).jpg",132.66174481514878,111.47186147186147,231.66986023444542,186.95887445887445,"scrollgrey"
"image%20(1016).jpg",185.682484220018,132.03463203463204,265.7546212804328,229.7077922077922,"mask"
"image%20(1016).jpg",214.35696573489628,183.1709956709956,286.74481514878266,250,"vial"
"image%20(102).jpg",33.92414337240757,24.350649350649352,108.04497294860234,113.36580086580086,"eggsilver"
"image%20(102).jpg",81.5346032461677,58.17099567099567,173.50935527502253,155.5735930735931,"pumpkin"
"image%20(102).jpg",128.06300721370602,81.98051948051948,193.25687556357076,183.98268398268397,"mask"
"image%20(102).jpg",170.80421550946798,146.91558441558442,234.375,224.56709956709958,"eggspotted"
"image%20(102).jpg",198.93766907123532,159.63203463203462,272.5174706943192,250,"eggspotted"
"image%20(1022).jpg",44.744702434625786,0,110.47959873760144,85.22727272727272,"vial"
"image%20(1022).jpg",61.51656898106402,43.01948051948052,149.433611361587,119.58874458874459,"capelava"
"image%20(1022).jpg",108.8565148782687,72.24025974025975,162.95931018935977,142.58658008658008,"necklacegold"
"image%20(1022).jpg",125.62838142470693,93.61471861471861,214.8979936880072,193.72294372294374,"booknewcomer"
"image%20(1024).jpg",29.054891794409375,2.7056277056277054,121.02964382326418,74.94588744588745,"beret"
"image%20(1024).jpg",57.18834535617673,51.13636363636363,143.21178990081154,123.1060606060606,"capelava"
"image%20(1024).jpg",76.66535166816952,61.14718614718615,171.8862714156898,150.16233766233768,"logs"
"image%20(1024).jpg",125.08735347159602,106.33116883116882,210.5697700631199,176.13636363636363,"beret"
"image%20(1024).jpg",163.50033814247067,135.28138528138527,241.67887736699726,222.13203463203462,"cannon"
"image%20(1020).jpg",32.84208746618575,9.1991341991342,126.43992335437329,103.62554112554113,"hatwizard"
"image%20(1021).jpg",30.407461677186653,17.857142857142858,119.94758791704237,100.37878787878788,"crossbow"
"image%20(1021).jpg",82.887173128945,41.666666666666664,155.38491884580702,127.16450216450215,"booknewcomer"
"image%20(1021).jpg",101.82315148782685,93.34415584415586,185.68248422001798,133.65800865800867,"lampgenie"
"image%20(1021).jpg",127.79249323715057,101.46103896103897,216.25056357078446,185.8766233766234,"chest"
"image%20(1021).jpg",180.54271866546438,150.16233766233765,260.6148557258791,227.8138528138528,"scrollbrown"
"image%20(1023).jpg",36.35876916140667,37.06709956709957,108.8565148782687,149.35064935064935,"vial"
"image%20(1027).jpg",39.334422903516675,12.716450216450216,104.79880522993687,102.8138528138528,"scrollgrey"
"image%20(1027).jpg",80.9935752930568,35.714285714285715,151.86823715058608,133.65800865800867,"capelava"
"image%20(1027).jpg",106.69240306582506,95.508658008658,187.30556807935073,153.95021645021643,"lampgenie"
"image%20(1028).jpg",37.17031109107303,50.595238095238095,119.94758791704237,121.482683982684,"crossbow"
"image%20(1028).jpg",89.65002254283137,81.70995670995671,181.89528854824164,160.17316017316017,"pumpkin"
"image%20(1029).jpg",16.61124887285843,36.25541125541125,108.58600090171323,128.517316017316,"shieldkite"
"image%20(1029).jpg",95.06030207394048,72.78138528138528,183.78888638412982,156.65584415584414,"scrollbrown"
"image%20(1029).jpg",153.7618349864743,106.6017316017316,214.62747971145174,203.73376623376623,"skull"
"image%20(1029).jpg",174.8619251577998,145.56277056277057,258.18022993688004,229.16666666666669,"hatchet"
"image%20(1026).jpg",28.78437781785392,53.3008658008658,118.05399008115418,139.6103896103896,"armourplate"
"image%20(1026).jpg",114.80782236248872,97.67316017316017,200.2902389540126,176.13636363636363,"necklace"
"image%20(1025).jpg",44.203674481514874,72.5108225108225,115.61936429215507,129.59956709956708,"necklacegold"
"image%20(1025).jpg",123.4642696122633,88.47402597402598,188.3876239855726,179.92424242424244,"shielddragonfire"
"image%20(1031).jpg",30.136947700631197,29.49134199134199,122.38221370604147,122.2943722943723,"logs"
"image%20(1031).jpg",93.16670423805229,80.8982683982684,175.67346708746618,152.05627705627705,"beret"
"image%20(1031).jpg",119.6770739404869,94.96753246753246,218.4146753832281,194.8051948051948,"boxmystery"
"image%20(1032).jpg",26.079238052299367,45.45454545454545,120.48861587015327,118.23593073593074,"beret"
"image%20(1032).jpg",94.51927412082956,72.24025974025975,171.8862714156898,153.67965367965368,"scrollgrey"
"image%20(103).jpg",38.79339495040577,25.432900432900432,125.62838142470693,117.69480519480518,"shielddragonfire"
"image%20(1030).jpg",40.4164788097385,10.01082251082251,123.46426961226328,61.688311688311686,"scrollbrown"
"image%20(1030).jpg",57.18834535617673,29.49134199134199,136.7194544634806,113.63636363636363,"bookprayer"
"image%20(1030).jpg",130.76814697926056,88.47402597402598,187.3055680793507,175.32467532467533,"hatchet"
"image%20(1030).jpg",107.77445897204687,72.5108225108225,189.74019386834982,152.05627705627705,"scrollbrown"
"image%20(1030).jpg",151.32720919747518,126.89393939393939,224.09546889089268,215.63852813852813,"scrollgrey"
"image%20(1033).jpg",26.079238052299367,11.093073593073592,121.0296438232642,90.0974025974026,"armourplate"
"image%20(1033).jpg",73.96021190261496,45.995670995671,152.409265103697,124.72943722943722,"eggsilver"
"image%20(1033).jpg",118.86553201082054,74.67532467532467,168.09907574391343,155.03246753246754,"hatchet"
"image%20(1033).jpg",143.21178990081154,108.22510822510823,202.1838367899008,195.34632034632034,"scrollgrey"
"image%20(1036).jpg",41.22802073940486,30.032467532467532,126.71043733092876,102.81385281385282,"scrollgrey"
"image%20(1035).jpg",31.21900360685302,54.65367965367965,119.94758791704237,149.8917748917749,"hatwizard"
"image%20(1035).jpg",99.11801172227231,70.61688311688312,181.08374661857528,165.58441558441558,"cannon"
"image%20(1035).jpg",151.32720919747518,122.2943722943723,236.26859783588816,209.14502164502164,"hatwizard"
"image%20(1035).jpg",200.2902389540126,168.2900432900433,266.83667718665464,239.71861471861473,"scrollbrown"
"image%20(1035).jpg",211.38131199278627,171.53679653679654,279.00980613165007,250,"mask"
"image%20(1037).jpg",29.054891794409375,8.928571428571429,129.14506311992784,99.02597402597402,"armourplate"
"image%20(1034).jpg",45.826758340847604,64.93506493506493,121.5706717763751,125.54112554112554,"necklacegold"
"image%20(1034).jpg",121.30015779981964,73.86363636363636,185.95299819657347,149.08008658008657,"cannon"
"image%20(1034).jpg",129.14506311992784,104.43722943722943,224.63649684400357,198.86363636363637,"logs"
"image%20(1038).jpg",28.24334986474301,20.833333333333332,129.30568079350763,108.76623376623378,"logs"
"image%20(1042).jpg",38.52288097385031,21.103896103896105,121.5706717763751,106.87229437229438,"chest"
"image%20(1042).jpg",71.52558611361586,38.96103896103896,153.4913210099188,129.87012987012986,"capelava"
"image%20(1042).jpg",126.43992335437329,104.43722943722943,203.80692064923352,150.43290043290042,"lampgenie"
"image%20(104).jpg",21.20998647430117,44.37229437229437,120.75912984670875,130.14069264069263,"chest"
"image%20(104).jpg",123.19375563570783,66.82900432900433,190.82224977457167,168.56060606060606,"vial"
"image%20(1041).jpg",36.89979711451758,9.74025974025974,108.8565148782687,111.74242424242425,"capewoodcutting"
"image%20(1039).jpg",38.79339495040577,53.3008658008658,134.82585662759243,142.04545454545453,"hatparty"
"image%20(1040).jpg",48.53189810640216,10.822510822510822,94.24876014427412,95.508658008658,"hatwizard"
"image%20(1040).jpg",60.975541027953106,27.597402597402596,139.6951082055906,120.12987012987013,"boxmystery"
"image%20(1040).jpg",102.09366546438231,63.311688311688314,161.87725428313794,131.76406926406926,"bracelet"
"image%20(1040).jpg",140.23613615870153,104.16666666666667,222.2018710550045,191.55844155844156,"hatwizard"
"image%20(1043).jpg",32.30105951307484,35.17316017316017,127.52197926059512,121.48268398268398,"chest"
"image%20(1044).jpg",36.088255184851214,44.913419913419915,120.75912984670873,135.82251082251082,"crossbow"
"image%20(1044).jpg",94.24876014427412,80.35714285714286,190.28122182146075,157.73809523809524,"logs"
"image%20(1046).jpg",31.489517583408475,25.432900432900432,127.79249323715057,100.1082251082251,"necklace"
"image%20(1045).jpg",133.47328674481514,113.09523809523809,215.4390216411181,195.34632034632034,"chest"
"image%20(1045).jpg",41.49853471596032,19.20995670995671,121.02964382326418,103.62554112554113,"boxmystery"
"image%20(1045).jpg",80.18203336339043,39.23160173160173,148.0810414788097,123.91774891774891,"hatchet"
"image%20(1045).jpg",116.70142019837691,77.1103896103896,184.60042831379621,155.3030303030303,"eggsilver"
"image%20(1047).jpg",35.006199278629396,47.34848484848485,117.78347610459873,131.76406926406926,"eggspotted"
"image%20(105).jpg",39.334422903516675,44.642857142857146,123.46426961226328,121.21212121212122,"beret"
"image%20(105).jpg",97.22441388638411,69.53463203463204,182.706830477908,152.05627705627705,"hatparty"
"image%20(105).jpg",124.5463255184851,94.6969696969697,210.29925608656444,189.66450216450215,"boxmystery"
"image%20(1048).jpg",22.833070333633902,54.92424242424242,125.08735347159602,143.66883116883116,"hatparty"
"image%20(1048).jpg",127.52197926059512,99.83766233766234,211.11079801623083,191.55844155844156,"booknewcomer"
"image%20(1048).jpg",113.7257664562669,86.30952380952381,189.19916591523895,146.37445887445887,"beret"
"image%20(1049).jpg",28.513863841298463,16.504329004329005,125.62838142470693,109.3073593073593,"scrollbrown"
"image%20(1050).jpg",42.58059062218214,64.39393939393939,120.21810189359782,140.69264069264068,"fish"
"image%20(1050).jpg",120.75912984670873,76.83982683982684,188.65813796212802,170.45454545454544,"capewoodcutting"
"image%20(1050).jpg",165.66444995491432,145.83333333333334,247.90069882777274,219.42640692640697,"armourplate"
"image%20(1050).jpg",167.28753381424704,106.87229437229438,233.56345807033358,197.51082251082252,"mask"
"image%20(1050).jpg",229.50574842200177,172.07792207792207,280.0918620378719,250,"capewoodcutting"
"image%20(1051).jpg",50.6960099188458,14.880952380952381,106.4218890892696,86.03896103896103,"shielddragonfire"
"image%20(1051).jpg",68.54993237150586,21.645021645021643,131.3091749323715,119.85930735930735,"mask"
"image%20(1056).jpg",46.63830027051397,6.4935064935064934,112.64371055004509,102.54329004329004,"scrollgrey"
"image%20(1053).jpg",24.18564021641118,39.77272727272727,124.5463255184851,138.25757575757575,"shieldkite"
"image%20(1053).jpg",128.06300721370602,96.86147186147186,202.1838367899008,166.93722943722943,"beret"
"image%20(1053).jpg",149.16309738503153,93.07359307359307,215.16850766456264,200.48701298701297,"mask"
"image%20(1052).jpg",30.407461677186653,20.833333333333332,120.75912984670873,95.23809523809523,"cannon"
"image%20(1052).jpg",75.04226780883678,33.54978354978355,140.50665013525696,137.44588744588745,"mask"
"image%20(1052).jpg",114.80782236248872,95.77922077922078,200.8312669071235,167.47835497835496,"necklace"
"image%20(1052).jpg",140.50665013525696,112.55411255411255,206.78257439134353,197.5108225108225,"eggsilver"
"image%20(1052).jpg",181.35426059513074,132.30519480519482,254.39303426510367,235.93073593073592,"skull"
"image%20(1054).jpg",36.89979711451758,12.716450216450216,115.07833633904417,99.56709956709956,"shielddragonfire"
"image%20(1054).jpg",76.93586564472497,51.67748917748918,169.9926735798016,145.02164502164504,"pumpkin"
"image%20(1055).jpg",37.44082506762849,44.37229437229437,119.40655996393144,131.76406926406926,"scrollbrown"
"image%20(1055).jpg",110.75011271415688,72.78138528138528,161.33622633002705,141.77489177489178,"bracelet"
"image%20(1055).jpg",139.1540802524797,111.74242424242424,199.7492110009017,195.61688311688312,"capefishing"
"image%20(1055).jpg",179.1901487826871,122.56493506493507,233.0224301172227,230.5194805194805,"capewoodcutting"
"image%20(1058).jpg",20.398444544634803,2.9761904761904763,109.66805680793506,92.80303030303031,"crossbow"
"image%20(1058).jpg",78.0179215509468,49.78354978354978,152.13875112714157,118.23593073593074,"eggspotted"
"image%20(1058).jpg",92.62567628494138,61.95887445887446,172.15678539224524,142.04545454545456,"hatchet"
"image%20(1058).jpg",122.38221370604147,111.74242424242424,211.11079801623083,184.52380952380952,"crossbow"
"image%20(1060).jpg",32.030545536519384,12.987012987012987,108.04497294860234,106.33116883116884,"shielddragonfire"
"image%20(1060).jpg",73.96021190261496,47.88961038961039,164.04136609558157,143.93939393939394,"boxmystery"
"image%20(106).jpg",27.702321911632097,28.138528138528137,110.75011271415688,109.03679653679654,"cannon"
"image%20(106).jpg",83.15768710550044,38.69047619047619,143.75281785392244,139.6103896103896,"capefishing"
"image%20(106).jpg",112.91422452660053,100.91991341991341,211.38131199278627,163.96103896103895,"fish"
"image%20(106).jpg",151.59772317403065,116.34199134199135,203.26589269612262,185.60606060606062,"necklacegold"
"image%20(1057).jpg",33.38311541929666,1.6233766233766234,127.52197926059512,93.07359307359307,"boxmystery"
"image%20(1059).jpg",30.407461677186653,15.422077922077921,103.71674932371505,113.63636363636363,"mask"
"image%20(1059).jpg",101.82315148782686,66.82900432900433,162.6887962128043,149.8917748917749,"eggsilver"
"image%20(1059).jpg",115.61936429215508,81.43939393939394,181.6247745716862,166.66666666666666,"shielddragonfire"
"image%20(1059).jpg",159.44262849413886,119.31818181818181,230.58780432822363,212.93290043290042,"scrollgrey"
"image%20(1065).jpg",36.89979711451758,31.114718614718615,122.11169972948602,141.23376623376623,"skull"
"image%20(1065).jpg",125.89889540126238,87.39177489177489,200.29023895401258,162.6082251082251,"eggspotted"
"image%20(1065).jpg",146.72847159603245,113.09523809523809,218.14416140667265,200.75757575757575,"booknewcomer"
"image%20(1065).jpg",164.31188007213706,130.4112554112554,241.94939134355275,217.53246753246754,"bookprayer"
"image%20(1065).jpg",205.97103246167717,163.69047619047618,271.1649008115419,250,"hatchet"
"image%20(1064).jpg",43.392132551848505,11.363636363636363,112.91422452660052,80.35714285714285,"scrollbrown"
"image%20(1064).jpg",51.237037871956716,21.915584415584416,136.7194544634806,106.06060606060606,"scrollbrown"
"image%20(1064).jpg",122.65272768259692,95.508658008658,216.52107754733993,186.68831168831167,"pumpkin"
"image%20(1064).jpg",101.0116095581605,72.5108225108225,164.0413660955816,139.88095238095238,"vial"
"image%20(1062).jpg",41.49853471596032,35.443722943722946,115.61936429215508,125,"cannon"
"image%20(1062).jpg",89.37950856627592,72.5108225108225,179.731176735798,160.71428571428572,"boxmystery"
"image%20(1062).jpg",150.7861812443643,115.25974025974025,206.78257439134353,194.8051948051948,"shielddragonfire"
"image%20(1062).jpg",176.21449504057708,125.81168831168831,247.08915689810638,223.4848484848485,"capespotted"
"image%20(1063).jpg",30.136947700631197,68.72294372294373,125.08735347159602,140.4220779220779,"crossbow"
"image%20(1063).jpg",107.77445897204687,87.12121212121212,201.91332281334533,165.3138528138528,"hatchet"
"image%20(1063).jpg",156.19646077547338,121.48268398268398,227.88266456266905,209.14502164502164,"vial"
"image%20(1063).jpg",196.23252930568074,154.2207792207792,261.31650135256984,240.25974025974023,"vial"
"image%20(1063).jpg",227.0711226330027,185.06493506493507,276.30466636609555,250,"hatchet"
"image%20(1061).jpg",28.513863841298463,26.785714285714285,131.57968890892695,106.06060606060606,"hatchet"
"image%20(1069).jpg",23.10358431018936,3.517316017316017,125.62838142470693,95.77922077922078,"crossbow"
"image%20(1068).jpg",25.538210099188454,31.114718614718615,101.82315148782686,148.80952380952382,"capewoodcutting"
"image%20(1068).jpg",108.58600090171325,76.56926406926407,202.45435076645623,176.67748917748918,"hatwizard"
"image%20(1068).jpg",159.1721145175834,135.28138528138527,240.8673354373309,196.96969696969694,"necklacegold"
"image%20(1068).jpg",195.15047339945895,163.69047619047618,271.1649008115419,244.04761904761904,"eggspotted"
"image%20(107).jpg",38.25236699729486,4.058441558441558,111.56165464382326,100.37878787878788,"vial"
"image%20(107).jpg",59.08194319206491,35.98484848484849,151.32720919747518,111.2012987012987,"hatparty"
"image%20(107).jpg",83.15768710550044,58.44155844155844,180.54271866546435,152.86796536796538,"cannon"
"image%20(1067).jpg",15.529192966636607,34.9025974025974,119.13604598737601,126.62337662337663,"logs"
"image%20(1067).jpg",95.33081605049593,71.96969696969697,182.706830477908,169.10173160173161,"mask"
"image%20(1067).jpg",154.8438908926961,109.84848484848484,208.40565825067625,183.44155844155844,"bracelet"
"image%20(1067).jpg",170.80421550946798,136.36363636363637,244.38401713255183,232.95454545454547,"bracelet"
"image%20(1067).jpg",204.61846257889988,175.32467532467533,297.1342425608656,250,"shieldkite"
"image%20(1066).jpg",40.686992786293956,61.95887445887446,116.160392245266,124.72943722943722,"lampgenie"
"image%20(1066).jpg",93.97824616771865,60.87662337662338,182.97734445446346,145.2922077922078,"cannon"
"image%20(1066).jpg",134.2848286744815,107.95454545454545,224.3659828674481,201.02813852813853,"hatwizard"
"image%20(1073).jpg",14.717651036970242,12.716450216450216,128.33352119026148,124.45887445887445,"pumpkin"
"image%20(1074).jpg",44.47418845807033,40.85497835497836,116.43090622182145,112.82467532467533,"eggspotted"
"image%20(1074).jpg",71.52558611361586,62.22943722943723,150.7861812443643,139.88095238095238,"cannon"
"image%20(1074).jpg",107.50394499549142,83.87445887445887,199.47869702434622,169.37229437229436,"armourplate"
"image%20(1072).jpg",38.25236699729486,49.78354978354978,113.99628043282235,145.2922077922078,"vial"
"image%20(1072).jpg",109.12702885482416,99.02597402597402,195.4209873760144,149.8917748917749,"lampgenie"
"image%20(1072).jpg",150.51566726780882,116.88311688311688,218.68518935978358,186.68831168831167,"bracelet"
"image%20(1072).jpg",176.75552299368798,155.03246753246754,254.6635482416591,238.63636363636363,"fish"
"image%20(1072).jpg",214.8979936880072,168.2900432900433,283.87905770964835,250,"skull"
"image%20(1070).jpg",28.78437781785392,24.08008658008658,116.97193417493236,99.83766233766232,"logs"
"image%20(1070).jpg",66.92684851217312,51.13636363636364,157.2785166816952,124.18831168831169,"beret"
"image%20(1070).jpg",112.64371055004506,75.75757575757575,198.39664111812436,159.09090909090907,"hatparty"
"image%20(1070).jpg",147.81052750225427,110.66017316017316,232.48140216411178,198.5930735930736,"logs"
"image%20(1070).jpg",157.00800270513975,130.14069264069263,249.25326871055,227.8138528138528,"hatparty"
"image%20(1071).jpg",38.25236699729486,4.87012987012987,111.2911406672678,78.46320346320347,"bracelet"
"image%20(1071).jpg",61.78708295761947,56.277056277056275,151.05669522091972,104.70779220779221,"lampgenie"
"image%20(1071).jpg",105.33983318304779,84.41558441558442,190.82224977457167,130.95238095238096,"lampgenie"
"image%20(1071).jpg",136.44894048692512,106.06060606060608,217.0621055004508,200.21645021645023,"eggspotted"
"image%20(1075).jpg",29.054891794409375,44.1017316017316,116.160392245266,138.7987012987013,"scrollgrey"
"image%20(1075).jpg",121.30015779981964,76.02813852813853,185.682484220018,161.7965367965368,"shielddragonfire"
"image%20(1075).jpg",163.50033814247067,120.94155844155844,213.004395852119,211.58008658008657,"scrollgrey"
"image%20(1075).jpg",183.51837240757436,129.32900432900433,252.76995040577094,234.5779220779221,"skull"
"image%20(1075).jpg",209.48771415689808,186.14718614718615,293.8880748422001,250,"chest"
"image%20(1077).jpg",20.398444544634803,28.95021645021645,119.94758791704237,127.43506493506493,"cannon"
"image%20(1077).jpg",105.61034715960324,80.62770562770562,179.1901487826871,159.09090909090907,"bookprayer"
"image%20(1077).jpg",134.01431469792604,102.54329004329004,208.67617222723172,187.77056277056278,"hatwizard"
"image%20(1077).jpg",161.06571235347158,131.76406926406926,247.08915689810638,222.4025974025974,"bookprayer"
"image%20(1079).jpg",33.38311541929666,5.9523809523809526,104.25777727682596,110.93073593073592,"vial"
"image%20(1079).jpg",63.680680793507655,46.807359307359306,163.22982416591523,139.33982683982686,"chest"
"image%20(1079).jpg",97.49492786293958,66.28787878787878,190.5517357980162,161.52597402597402,"capespotted"
"image%20(1079).jpg",131.03866095581603,103.35497835497836,217.06210550045083,201.83982683982686,"bookprayer"
"image%20(1079).jpg",175.40295311091072,124.18831168831169,256.0161181244364,226.46103896103895,"mask"
"image%20(1078).jpg",43.66264652840396,31.385281385281385,118.32450405770965,130.14069264069263,"bookprayer"
"image%20(1078).jpg",84.23974301172227,52.75974025974026,176.48500901713254,158.54978354978354,"shieldkite"
"image%20(1076).jpg",70.98455816050495,33.82034632034632,153.7618349864743,130.95238095238096,"eggspotted"
"image%20(1076).jpg",30.407461677186653,24.62121212121212,108.31548692515778,72.78138528138528,"lampgenie"
"image%20(1083).jpg",36.89979711451758,43.83116883116883,124.27581154192966,144.2099567099567,"skull"
"image%20(1083).jpg",108.58600090171325,76.02813852813853,163.77085211902613,147.72727272727272,"bracelet"
